City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
351,Saurimo,-9.6608,20.3916,18.54,95,100,1.42,AO,1677443036
352,Arrecife,28.963,-13.5477,18.99,72,40,3.09,ES,1677443036
353,Nanortalik,60.1432,-45.2371,-7.84,94,100,7.05,GL,1677443037
354,Iset',56.9779,60.3718,-2.27,88,97,4.38,RU,1677443037
355,Port Macquarie,-31.4333,152.9167,18.83,89,25,3.82,AU,1677443038
356,Dom Pedrito,-30.9828,-54.6731,34.25,19,1,3.34,BR,1677442758
357,Kaeo,-35.1,173.7833,19.07,96,89,3.11,NZ,1677443039
358,Tiarei,-17.5333,-149.3333,30.01,74,29,6.21,PF,1677443039
359,Kuching,1.55,110.3333,26.14,93,40,4.02,MY,1677443040
360,Luba,3.4568,8.5547,27.94,81,94,5.22,GQ,1677443040
361,Maragogi,-9.0122,-35.2225,27.72,70,5,4.46,BR,1677442970
362,Alta Floresta,-9.8756,-56.0861,27.68,76,91,1.56,BR,1677443041
363,Quelimane,-17.8786,36.8883,25.97,89,75,2.06,MZ,1677443042
364,Laguna,38.421,-121.4238,10.16,78,100,6.69,US,1677442963
365,Guerrero Negro,27.9769,-114.0611,16.21,49,13,7.79,MX,1677442874
366,Naze,28.3667,129.4833,13.51,64,100,7.76,JP,1677443044
367,Alofi,-19.0595,-169.9187,28.94,70,20,5.14,NU,1677443045
368,Oranjemund,-28.55,16.4333,16.13,92,0,4.0,NA,1677443046
369,Aykhal,66.0,111.5,-32.46,98,100,2.71,RU,1677443048
370,Lere,10.387,8.5726,26.33,12,42,2.75,NG,1677443048
371,Labuhan,-6.8844,112.2051,24.82,89,100,4.04,ID,1677443050
372,Dabakala,8.3667,-4.4333,31.51,36,99,1.46,CI,1677443051
373,Conde,-7.2597,-34.9075,28.7,65,20,5.66,BR,1677443052
374,Maţāy,28.419,30.7792,16.68,34,14,3.5,EG,1677443053
375,Southbridge,42.0751,-72.0334,3.46,85,98,0.89,US,1677443055
376,Szprotawa,51.5656,15.5366,-1.53,85,16,2.66,PL,1677443056
377,Mayo,38.8876,-76.5119,13.95,63,0,5.66,US,1677443057
378,Jining,35.405,116.5814,2.03,54,0,3.19,CN,1677443058
379,Rio Grande,-32.035,-52.0986,32.06,68,3,8.51,BR,1677443059
380,Atar,20.5169,-13.0499,22.83,19,90,3.87,MR,1677443060
381,Ende,-8.8432,121.6623,25.15,87,100,2.15,ID,1677443061
382,Jaraguá,-15.7569,-49.3344,26.17,74,97,2.53,BR,1677442827
383,Vilyuysk,63.7553,121.6247,-36.01,98,13,2.21,RU,1677443062
384,Carnot,4.9409,15.8665,25.09,20,91,1.18,CF,1677443063
385,Plouzané,48.3833,-4.6167,5.18,68,75,6.17,FR,1677443064
386,Nālūt,30.3333,10.85,15.13,22,37,1.91,LY,1677443065
387,Half Moon Bay,37.4636,-122.4286,11.88,76,75,8.23,US,1677442970
388,Urubichá,-15.3833,-62.95,31.34,55,85,1.84,BO,1677442929
389,Rognan,67.0953,15.3878,5.31,100,100,2.14,NO,1677443067
390,Pitsunda,43.1592,40.3378,10.1,69,7,4.59,GE,1677443068
391,Ifanadiana,-21.3,47.6333,20.72,99,84,0.47,MG,1677443069
392,Mount Isa,-20.7333,139.5,23.87,83,75,3.6,AU,1677443070
393,Sorrento,40.626,14.3744,12.92,87,40,6.17,IT,1677443070
394,Makakilo City,21.3469,-158.0858,25.18,62,40,7.2,US,1677443071
395,Roald,62.5833,6.1333,5.97,87,75,6.17,NO,1677443072
396,Tarakan,3.3,117.6333,25.72,94,75,0.51,ID,1677443072
397,Pancol,10.8715,119.4157,26.12,83,96,8.81,PH,1677443073
398,Lauingen,48.5677,10.4271,-0.17,80,23,6.99,DE,1677443074
399,Port Pirie,-33.1833,138.0167,16.64,64,0,2.39,AU,1677443076
400,Itaituba,-4.2761,-55.9836,32.09,62,40,2.57,BR,1677443076
401,Mahenge,-8.6833,36.7167,19.5,65,100,1.36,TZ,1677443077
402,Porto-Novo,6.4965,2.6036,27.67,79,91,4.12,BJ,1677443078
403,Karpathos,35.507,27.2132,15.98,82,100,8.75,GR,1677443080
404,Maralal,1.0968,36.698,16.73,62,96,2.96,KE,1677443081
405,Zabul Province,32.25,67.25,9.09,53,0,3.41,AF,1677443081
406,Panino,51.6467,40.1346,-0.31,95,100,3.85,RU,1677442819
407,Tilichiki,60.4667,166.1,-30.67,96,14,2.6,RU,1677443083
408,Molina de Segura,38.0546,-1.2076,13.39,40,6,2.24,ES,1677442859
409,Micheweni,-4.9667,39.8333,26.93,77,100,6.28,TZ,1677443084
410,Turukhansk,65.8167,87.9833,-16.01,97,98,2.56,RU,1677443084
411,Romanovo,52.6182,81.2271,-9.76,86,100,7.2,RU,1677443001
412,Bantry,51.6833,-9.45,7.1,72,50,5.97,IE,1677443085
413,Chegdomyn,51.1167,133.0167,-16.93,99,100,0.44,RU,1677443086
414,Adré,13.4667,22.2,26.5,16,68,3.5,TD,1677443086
415,Nova Olímpia,-14.7972,-57.2881,31.35,57,57,1.94,BR,1677443036
416,Xai-Xai,-25.0519,33.6442,22.89,91,100,4.02,MZ,1677443087
417,Katherine,-14.4667,132.2667,25.18,88,75,3.09,AU,1677443087
418,Bartica,6.4,-58.6167,29.18,61,99,2.54,GY,1677443088
419,Portland,45.5234,-122.6762,4.99,92,100,3.09,US,1677442445
420,Sibu,2.3,111.8167,23.17,100,40,1.03,MY,1677443089
421,Rybnoye,54.7256,39.5119,-2.76,82,87,7.98,RU,1677443089
422,Korla,41.7597,86.1469,4.55,43,85,4.63,CN,1677443090
423,Sitka,57.0531,-135.33,0.94,60,0,2.57,US,1677443091
424,Bouloupari,-21.8667,166.05,24.95,88,59,3.49,NC,1677443091
425,Ottawa,45.4112,-75.6981,0.42,75,40,2.57,CA,1677442879
426,Zhigansk,66.7697,123.3711,-37.44,98,54,2.43,RU,1677443092
427,Jalu,29.0331,21.5482,23.89,12,91,7.84,LY,1677443093
428,Bulgan,48.8125,103.5347,-7.3,91,100,4.25,MN,1677443094
429,Kiryat Gat,31.61,34.7642,16.33,86,0,2.03,IL,1677443055
430,Cham,47.1821,8.4636,1.1,73,100,5.14,CH,1677443095
431,St. George's,12.0564,-61.7485,27.82,69,20,7.72,GD,1677443096
432,Skorodnoye,51.071,37.2276,-0.96,94,100,2.94,RU,1677443096
433,Lyubashivka,47.8372,30.2598,2.69,96,100,5.4,UA,1677443097
434,Ostrovnoy,68.0531,39.5131,-13.58,98,95,3.12,RU,1677443097
435,Riyadh,24.6877,46.7219,22.08,31,68,3.23,SA,1677442968
436,Villazón,-22.0866,-65.5942,19.81,33,92,9.03,BO,1677443098
437,Kudahuvadhoo,2.6708,72.8944,27.49,67,19,7.41,MV,1677443098
438,Motygino,58.1831,94.7592,-12.04,94,100,3.55,RU,1677443099
439,Klaksvík,62.2266,-6.589,6.51,78,15,4.48,FO,1677443099
440,Bagerovo,45.3742,36.2971,7.67,88,97,5.73,UA,1677443100
441,Limbang,4.75,115.0,25.06,94,100,0.54,MY,1677443100
442,Alihe,50.5667,123.7167,-13.87,97,88,1.32,CN,1677443101
443,Beyneu,45.3167,55.2,0.78,47,5,6.75,KZ,1677443102
444,Yulara,-25.2406,130.9889,24.79,39,97,6.15,AU,1677443103
445,Funadhoo,6.15,73.2667,26.72,74,10,3.73,MV,1677443104
446,Ayan,56.45,138.1667,-14.87,88,11,2.17,RU,1677443105
447,Srednekolymsk,67.45,153.6833,-38.63,99,32,2.38,RU,1677443105
448,Ponta do Sol,32.6667,-17.1,18.17,79,100,2.38,PT,1677443106
449,Sittwe,20.15,92.9,22.49,44,0,3.03,MM,1677443107
450,Dombasle-sur-Meurthe,48.6252,6.3497,1.38,63,100,8.23,FR,1677443107
451,Cururupu,-1.8283,-44.8683,26.24,87,88,2.1,BR,1677443108
452,Saskylakh,71.9167,114.0833,-22.08,96,100,8.25,RU,1677443109
453,Ken Caryl,39.5773,-105.1169,15.5,21,96,9.83,US,1677443109
454,Praia,14.9215,-23.5087,21.3,64,40,6.69,CV,1677443110
455,Prince Rupert,54.3161,-130.3201,3.05,75,100,3.09,CA,1677442814
456,São Filipe,14.8961,-24.4956,21.19,74,91,4.53,CV,1677443111
457,Seguin,29.5688,-97.9647,26.66,66,100,7.72,US,1677443046
458,Atkinson,42.8384,-71.147,2.97,71,100,1.54,US,1677443114
459,Atagay,55.1033,99.3875,-17.22,99,83,1.52,RU,1677443115
460,Zyryanka,65.75,150.85,-32.85,94,100,2.41,RU,1677443117
461,Beaverlodge,55.2166,-119.4361,-8.36,88,100,3.67,CA,1677443118
462,Ixtapa,20.7,-105.2,24.57,65,0,5.14,MX,1677443118
463,Guilin,25.2819,110.2864,5.06,60,4,1.47,CN,1677443119
464,Haines Junction,60.7522,-137.5108,-13.03,61,80,2.57,CA,1677443120
465,Estación Coahuila,32.1939,-115.0017,16.45,24,0,2.08,MX,1677443120
466,Le Moule,16.3332,-61.3473,28.02,100,14,1.34,GP,1677442871
467,Mwinilunga,-11.7358,24.4293,18.0,95,100,0.31,ZM,1677443121
468,Eenhana,-17.4667,16.3333,27.46,35,100,2.7,NA,1677443122
469,Bairiki Village,1.3292,172.9752,28.0,78,75,4.63,KI,1677443123
470,Banepā,27.6298,85.5214,9.52,87,40,1.03,NP,1677443123
471,Taoudenni,22.6783,-3.9836,22.91,16,0,4.28,ML,1677443124
472,Pacific Grove,36.6177,-121.9166,12.26,74,100,4.02,US,1677443125
473,Lüderitz,-26.6481,15.1594,17.39,79,0,7.07,NA,1677443125
474,Acapulco de Juárez,16.8634,-99.8901,29.9,62,0,4.63,MX,1677443126
475,Eagle Pass,28.7091,-100.4995,28.47,54,20,7.2,US,1677443127
476,Verkhnevilyuysk,63.4453,120.3167,-34.91,98,22,1.94,RU,1677443128
477,Asău,46.4333,26.4,0.71,98,100,1.9,RO,1677443129
478,Cimişlia,46.52,28.7842,4.08,87,100,5.91,MD,1677443130
479,Port Lincoln,-34.7333,135.8667,15.91,71,82,3.91,AU,1677443130
480,Bang Saphan,11.2126,99.5117,22.61,75,77,2.31,TH,1677443131
481,Grindavik,63.8424,-22.4338,6.97,100,75,9.26,IS,1677443132
482,Fortuna,40.5982,-124.1573,9.4,76,40,3.6,US,1677443132
483,Assiut,27.181,31.1837,17.69,28,3,2.95,EG,1677443133
484,Airai,-8.9266,125.4092,15.37,95,100,2.03,TL,1677443134
485,Oiã,40.5426,-8.5386,11.74,85,0,0.45,PT,1677443134
486,Kanniyākumāri,8.0833,77.5667,24.59,70,8,9.09,IN,1677443135
487,Myitkyina,25.3833,97.4,15.54,76,56,1.63,MM,1677443137
488,Shimanovsk,52.0,127.7,-9.36,95,100,2.66,RU,1677443139
489,Hirado,33.3597,129.5531,7.75,64,3,6.58,JP,1677443139
490,Barra de Tecoanapa,16.5167,-98.75,29.4,57,0,5.03,MX,1677443140
491,Den Helder,52.9599,4.7593,4.99,71,20,5.36,NL,1677443141
492,Valavanur,11.9209,79.5824,20.52,77,6,2.34,IN,1677443141
493,Bloemfontein,-29.1211,26.214,22.71,64,0,4.12,ZA,1677443142
494,Bereda,43.2686,-7.5406,5.08,81,13,4.68,ES,1677443143
495,Artsvaberd,40.8336,45.4711,2.29,57,5,3.92,AM,1677443143
496,Mehamn,71.0357,27.8492,2.97,87,75,4.63,NO,1677443144
497,Vila,42.0304,-8.1588,3.49,76,4,1.79,PT,1677443144
498,Melfi,40.9965,15.6514,9.31,78,100,3.64,IT,1677443145
499,Gornopravdinsk,60.05,69.9,-18.83,100,100,1.63,RU,1677442929
500,Talcahuano,-36.7167,-73.1167,21.82,46,0,9.26,CL,1677443146
501,La Romana,18.4273,-68.9728,29.2,58,40,5.14,DO,1677443147
502,Gazojak,41.1875,61.4036,3.24,50,65,4.06,TM,1677443147
503,Pisco,-13.7,-76.2167,27.03,61,0,3.09,PE,1677443148
504,Doka,13.5167,35.7667,31.11,16,5,7.63,SD,1677443149
505,Umluj,25.0213,37.2685,20.34,61,0,4.22,SA,1677443149
506,Camapuã,-19.5314,-54.0439,27.48,79,100,1.26,BR,1677443150
507,Rincon,32.296,-81.2354,28.28,52,75,5.66,US,1677443150
508,Bolu Province,40.6667,31.5833,7.89,59,67,2.87,TR,1677443151
509,Ketchikan,55.3422,-131.6461,1.26,80,75,2.57,US,1677443151
510,Matagami,49.7502,-77.6328,-7.94,73,100,5.66,CA,1677443152
511,Tarancón,40.0085,-3.0073,2.49,61,0,4.73,ES,1677443152
512,Ulaanbaatar,47.9077,106.8832,-6.93,79,40,6.0,MN,1677443056
513,Dossor,47.5272,52.9811,-1.25,74,21,5.81,KZ,1677443153
514,Honningsvåg,70.9821,25.9704,3.86,75,40,9.77,NO,1677443154
515,Nísia Floresta,-6.0911,-35.2086,29.45,63,2,4.86,BR,1677443154
516,Sterling,39.0062,-77.4286,15.04,55,20,5.14,US,1677442888
517,Fort Nelson,58.8053,-122.7002,-7.81,67,75,0.0,CA,1677443155
518,Jiuquan,39.7432,98.5174,-0.78,59,2,3.78,CN,1677443156
519,Departamento de Maldonado,-34.6667,-54.9167,22.66,39,0,5.25,UY,1677443146
520,Visby,57.6409,18.296,1.12,69,75,7.2,SE,1677443157
521,Mossamedes,-15.1961,12.1522,23.8,78,92,1.15,AO,1677443157
522,Río Gallegos,-51.6226,-69.2181,20.03,30,0,3.6,AR,1677443158
523,Constitución,-35.3333,-72.4167,21.97,46,14,8.31,CL,1677443159
524,Mogadouro,41.3403,-6.7119,3.93,73,39,3.01,PT,1677443159
525,Kulevcha,46.0303,29.9361,10.32,77,100,3.58,UA,1677443160
526,Sakakah,29.9697,40.2064,17.76,32,0,4.09,SA,1677443160
527,Shitanjing,39.2342,106.3439,2.77,60,87,0.89,CN,1677443161
528,Upata,8.0086,-62.3989,30.66,42,80,3.53,VE,1677443162
529,Phan Thiet,10.9333,108.1,22.16,65,78,3.38,VN,1677443163
530,Thinadhoo,0.5333,72.9333,27.48,78,92,4.75,MV,1677443164
531,Mackay,-21.15,149.2,23.16,80,100,5.93,AU,1677443165
532,Moerai,-22.4333,-151.3333,26.68,75,95,2.96,PF,1677443165
533,Butaritari,3.0707,172.7902,27.32,78,100,4.88,KI,1677443166
534,Voh,-20.9667,164.7,24.86,87,24,2.8,NC,1677443166
535,Shingū,33.7333,135.9833,1.46,73,1,2.83,JP,1677443167
536,Harrisonburg,38.4496,-78.8689,17.23,26,0,8.23,US,1677442905
537,Lufkin,31.3382,-94.7291,28.8,53,75,5.14,US,1677443168
538,Kupang,-10.1667,123.5833,25.9,86,100,9.32,ID,1677443169
539,Wawa,9.9022,4.4192,32.58,19,59,1.74,NG,1677443170
540,Novyye Gorki,56.7253,41.0601,-1.74,86,100,5.04,RU,1677443171
541,Kimbe,-5.5502,150.1429,24.59,93,100,1.29,PG,1677443172
542,Lorengau,-2.0226,147.2712,26.42,84,100,1.95,PG,1677443172
543,Ternate,0.8,127.4,26.58,81,98,2.93,ID,1677443174
544,Havøysund,70.9963,24.6622,4.13,81,100,10.95,NO,1677443174
545,Härnösand,62.6323,17.9379,1.0,90,100,4.04,SE,1677443175
546,Lebyazh'ye,55.2689,66.4947,-5.65,89,90,7.02,RU,1677443176
547,Māngrol,21.1167,70.1167,23.2,48,0,4.25,IN,1677443176
548,Sisophon,13.5859,102.9737,19.01,64,41,4.68,KH,1677443177
549,Tsagan Aman,47.5639,46.7218,1.61,89,100,4.87,RU,1677443179
550,Coquimbo,-29.9533,-71.3436,19.85,77,20,6.17,CL,1677442960
551,Aklavik,68.2191,-135.0107,-15.0,85,100,1.54,CA,1677443179
552,Halifax,44.6453,-63.5724,-6.29,65,100,4.12,CA,1677442636
553,Abu Dhabi,24.4667,54.3667,26.64,62,0,1.54,AE,1677442796
554,Bonthe,7.5264,-12.505,24.85,80,54,4.58,SL,1677443182
555,Brainerd,46.358,-94.2008,-1.86,39,0,2.57,US,1677442985
556,Philadelphia,39.9523,-75.1638,12.25,62,40,7.72,US,1677443183
557,Cape Canaveral,28.4058,-80.6048,30.11,66,0,5.66,US,1677443184
558,Shikhazany,55.5605,47.393,1.46,89,100,6.91,RU,1677443185
559,Kismayo,-0.3582,42.5454,25.6,78,100,7.81,SO,1677443185
560,Sfântu Gheorghe,45.8667,25.7833,7.93,93,100,2.11,RO,1677443186
561,Vila Velha,-20.3297,-40.2925,28.97,73,0,7.2,BR,1677443187
562,Ushtobe,45.2514,77.9838,-9.82,92,6,4.38,KZ,1677443188
563,Dryden,49.7833,-92.7503,-10.84,44,0,2.06,CA,1677443188
564,Sumbe,-11.2061,13.8437,25.86,88,100,3.2,AO,1677443189
565,La Ronge,55.1001,-105.2842,-8.86,53,100,5.66,CA,1677443190
566,Amazar,53.858,120.875,-8.61,97,100,1.24,RU,1677443190
567,Nyurba,63.2842,118.3319,-36.92,100,44,1.28,RU,1677443192
568,Panabá,21.2833,-88.2667,34.4,24,0,5.22,MX,1677443193
